Step,Clipped_Mean_vs_Unclipped_Mean,Clipped_Mean_vs_Unclipped_Median,Unclipped_Mean_vs_Unclipped_Median,Clipped_0.25_vs_Clipped_Mean,Clipped_0.5_vs_Clipped_Mean,Clipped_0.75_vs_Clipped_Mean,Clipped_0.25_vs_Unclipped_Mean,Clipped_0.5_vs_Unclipped_Mean,Clipped_0.75_vs_Unclipped_Mean,Clipped_0.25_vs_Unclipped_Median,Clipped_0.5_vs_Unclipped_Median,Clipped_0.75_vs_Unclipped_Median
0,0.9999997615814209,0.15995177626609802,0.1599465310573578,0.9991456270217896,0.9991306066513062,0.16029277443885803,0.9995203018188477,0.9995087385177612,0.1601247787475586,0.9998068809509277,0.9997990727424622,0.16002821922302246
1,1.0,0.14426998794078827,0.14426998794078827,0.9987194538116455,0.9987194538116455,0.1434377282857895,0.9993615746498108,0.9993615746498108,0.14355605840682983,0.9997674822807312,0.9997674822807312,0.14401128888130188
2,1.0,0.15349842607975006,0.15349842607975006,0.9977145791053772,0.9977145791053772,0.1482435017824173,0.998900294303894,0.998900294303894,0.15004512667655945,0.9996481537818909,0.9996481537818909,0.15212762355804443
3,0.9999889731407166,0.17809194326400757,0.17822059988975525,0.9948376417160034,0.9947212934494019,0.16525506973266602,0.9977669715881348,0.9976882338523865,0.17057295143604279,0.9994297027587891,0.999380350112915,0.17551396787166595
4,1.0000001192092896,0.20504489541053772,0.20504489541053772,0.9880089163780212,0.9880089163780212,0.18134291470050812,0.9958237409591675,0.9958237409591675,0.19201889634132385,0.999068558216095,0.999068558216095,0.20029792189598083
5,1.0,0.2421698272228241,0.24217075109481812,0.9786208271980286,0.9786002039909363,0.21393649280071259,0.9940817356109619,0.9940674304962158,0.22940638661384583,0.9989601373672485,0.9989516735076904,0.238761305809021
6,0.9999989867210388,0.2765343487262726,0.27657270431518555,0.9674915671348572,0.9673334360122681,0.24132046103477478,0.9923141002655029,0.9922207593917847,0.26317232847213745,0.9989041090011597,0.9988582134246826,0.27355092763900757
7,0.9999938011169434,0.26481276750564575,0.26496148109436035,0.9426273703575134,0.9420372247695923,0.21755844354629517,0.9872127771377563,0.9868836998939514,0.24630236625671387,0.9986661672592163,0.9985321760177612,0.2605917155742645
8,0.9999971389770508,0.27675795555114746,0.2767813205718994,0.9318864345550537,0.9314963817596436,0.2316150814294815,0.98362797498703,0.9833953976631165,0.2583366930484772,0.9984309077262878,0.9983338713645935,0.2730025053024292
9,0.9999523758888245,0.26032817363739014,0.26037460565567017,0.8995234966278076,0.8970348834991455,0.21332472562789917,0.9803879261016846,0.9790473580360413,0.24677331745624542,0.9978407621383667,0.9972699880599976,0.2590726613998413
10,0.9999580979347229,0.28349995613098145,0.2835632562637329,0.8908578157424927,0.8887965679168701,0.24035438895225525,0.9832648038864136,0.9822484254837036,0.27212977409362793,0.9980665445327759,0.9976088404655457,0.28189295530319214
11,0.9999351501464844,0.2558363974094391,0.2559952139854431,0.8968322277069092,0.8944538831710815,0.21509115397930145,0.9797582030296326,0.9783790707588196,0.2404976338148117,0.997938334941864,0.9973388910293579,0.25332123041152954
12,0.999465823173523,0.23718270659446716,0.23732782900333405,0.8144293427467346,0.8074555397033691,0.20497944951057434,0.9634851217269897,0.9591753482818604,0.23089604079723358,0.9966658353805542,0.9945197105407715,0.23639115691184998
13,0.9999377131462097,0.22569520771503448,0.22510680556297302,0.8242715001106262,0.8219084739685059,0.19584235548973083,0.9594907760620117,0.9580167531967163,0.2204877734184265,0.9964412450790405,0.9958729147911072,0.22868941724300385
14,0.9998478293418884,0.209957554936409,0.20916596055030823,0.7984563112258911,0.7965555191040039,0.19384410977363586,0.9568988680839539,0.9555513262748718,0.21337822079658508,0.9947724342346191,0.9941105246543884,0.21509265899658203
15,0.9998636245727539,0.21302717924118042,0.21220523118972778,0.7878126502037048,0.7851762771606445,0.20225374400615692,0.95543372631073,0.9534482359886169,0.2182503044605255,0.9959443807601929,0.9949437379837036,0.21784962713718414
16,0.999904453754425,0.20611374080181122,0.2054438292980194,0.7908370494842529,0.7878662347793579,0.2171054631471634,0.9494308829307556,0.9476555585861206,0.22272074222564697,0.9965217113494873,0.9958431720733643,0.21311306953430176
17,0.9998764395713806,0.20160740613937378,0.2007579505443573,0.8061107397079468,0.8043249845504761,0.21558420360088348,0.9724907875061035,0.9712029099464417,0.2111155390739441,0.9973779916763306,0.9966418743133545,0.2038203328847885
18,0.9999067783355713,0.1663762629032135,0.16615569591522217,0.7579874992370605,0.7558214068412781,0.2031179517507553,0.9618773460388184,0.9605801105499268,0.1831636130809784,0.9971372485160828,0.996497392654419,0.16988711059093475
19,0.9999001026153564,0.15680602192878723,0.15583539009094238,0.7214939594268799,0.7202164530754089,0.21464557945728302,0.9204300045967102,0.9193395376205444,0.19523543119430542,0.9923964738845825,0.9917197227478027,0.16787409782409668
20,0.9999287724494934,0.13019491732120514,0.1295364499092102,0.805954098701477,0.8057351112365723,0.18097680807113647,0.9549189805984497,0.9543495774269104,0.1555641144514084,0.9949789047241211,0.9944683909416199,0.13597983121871948
21,0.9998593330383301,0.2146618515253067,0.2145737111568451,0.7916487455368042,0.7904074192047119,0.2226475179195404,0.931614100933075,0.9303823709487915,0.220975860953331,0.9937732219696045,0.9929192066192627,0.21264716982841492
22,0.9999529123306274,0.18771964311599731,0.18734197318553925,0.7849343419075012,0.7840395569801331,0.22533553838729858,0.9363582134246826,0.9357197284698486,0.21458251774311066,0.9947648048400879,0.9944297075271606,0.19076493382453918
23,0.9997951984405518,0.1778295934200287,0.1774429976940155,0.7709140777587891,0.7697136402130127,0.2271651029586792,0.9364253878593445,0.9350733757019043,0.21117259562015533,0.9926036596298218,0.9914693832397461,0.18304896354675293
24,0.9998692274093628,0.19834017753601074,0.19760707020759583,0.7692385911941528,0.7669498920440674,0.25477439165115356,0.9341316223144531,0.9325716495513916,0.23270916938781738,0.9901949763298035,0.9889686107635498,0.20319409668445587
25,0.9998946785926819,0.15728047490119934,0.15738031268119812,0.7676709890365601,0.767797589302063,0.2302946150302887,0.9362785220146179,0.9356160163879395,0.20215536653995514,0.9927991628646851,0.9921031594276428,0.1626741886138916
26,0.9999246597290039,0.1882648766040802,0.18838074803352356,0.7973711490631104,0.7967872619628906,0.24688148498535156,0.9503808617591858,0.9493898153305054,0.2227792739868164,0.9912591576576233,0.990441083908081,0.19251666963100433
27,0.9987775087356567,0.24496717751026154,0.2435099333524704,0.7988316416740417,0.7931296825408936,0.2914886474609375,0.9291973114013672,0.9238615036010742,0.2707822918891907,0.9873297214508057,0.9832388162612915,0.247259721159935
28,0.9989208579063416,0.18767020106315613,0.1886422336101532,0.8203849792480469,0.8166603446006775,0.25292694568634033,0.9476635456085205,0.9434875249862671,0.2214420586824417,0.9931238293647766,0.9898210763931274,0.1856120228767395
29,0.999920129776001,0.22436940670013428,0.22478069365024567,0.815223217010498,0.8136910200119019,0.28280067443847656,0.9574106931686401,0.9560061693191528,0.24538765847682953,0.9919816851615906,0.9910646677017212,0.2232300341129303
30,0.999801516532898,0.19006067514419556,0.19005882740020752,0.8102157115936279,0.8080567121505737,0.26175522804260254,0.9377048015594482,0.9351121783256531,0.21964700520038605,0.9845557808876038,0.9826223850250244,0.19099542498588562
31,0.999761164188385,0.2399759143590927,0.2396060824394226,0.8088588118553162,0.8048957586288452,0.2611050605773926,0.9327920079231262,0.929985761642456,0.2471320927143097,0.9876341819763184,0.9858641028404236,0.23311124742031097
32,0.9965178966522217,0.25476962327957153,0.2570280432701111,0.8041608333587646,0.8012290000915527,0.2991192042827606,0.9490185976028442,0.9418348073959351,0.2680658996105194,0.9910835027694702,0.9851456880569458,0.2506406903266907
33,0.9817291498184204,0.22121484577655792,0.22320401668548584,0.8091943860054016,0.7904914617538452,0.2750363349914551,0.9533065557479858,0.9288011789321899,0.22638240456581116,0.9837392568588257,0.959856390953064,0.21293900907039642
34,0.999557375907898,0.17210900783538818,0.17272984981536865,0.7734649181365967,0.7692527174949646,0.24842791259288788,0.9130268096923828,0.9082072973251343,0.1962152123451233,0.9761279821395874,0.9723719358444214,0.16895610094070435
35,0.9995406866073608,0.2130340039730072,0.21382258832454681,0.7820284366607666,0.7801498174667358,0.25604408979415894,0.945995032787323,0.942448616027832,0.22753864526748657,0.988276481628418,0.985803484916687,0.20852148532867432
36,0.9967964291572571,0.2218959629535675,0.22181719541549683,0.8228543996810913,0.8159973621368408,0.2812590003013611,0.9431571960449219,0.9342668056488037,0.24432846903800964,0.9839645624160767,0.9762113094329834,0.20949439704418182
37,0.9988666772842407,0.17015480995178223,0.17146390676498413,0.7122224569320679,0.710301399230957,0.24414658546447754,0.9136613607406616,0.9100075960159302,0.20105499029159546,0.9787096977233887,0.9745382070541382,0.16500064730644226
38,0.9996705651283264,0.19963058829307556,0.200303852558136,0.7703260779380798,0.7676817178726196,0.2705022692680359,0.9281430244445801,0.9247933626174927,0.23215514421463013,0.9811666011810303,0.9784297943115234,0.19719739258289337
39,0.9998016953468323,0.19956640899181366,0.20027342438697815,0.7809340953826904,0.7776573896408081,0.2433132827281952,0.9285413026809692,0.9256869554519653,0.2147761583328247,0.9807723760604858,0.9785628318786621,0.19179700314998627
40,0.9993764758110046,0.23220208287239075,0.23370009660720825,0.7921808362007141,0.7899118661880493,0.26923808455467224,0.9222458600997925,0.9179766178131104,0.25230586528778076,0.9833769798278809,0.9795713424682617,0.22318600118160248
41,0.9977233409881592,0.20212054252624512,0.20464476943016052,0.7853580713272095,0.7784011960029602,0.2589985132217407,0.9336905479431152,0.9265294671058655,0.21542829275131226,0.9827345609664917,0.9755265712738037,0.19916027784347534
42,0.9992871284484863,0.20256370306015015,0.20312748849391937,0.7614319920539856,0.7559588551521301,0.26665186882019043,0.920348048210144,0.9139962196350098,0.22225047647953033,0.9782915711402893,0.9731324911117554,0.20039907097816467
43,0.9994361996650696,0.20321279764175415,0.20411846041679382,0.7315771579742432,0.7269790172576904,0.26634681224823,0.9085123538970947,0.9025655388832092,0.22610525786876678,0.9798853397369385,0.975608766078949,0.20293653011322021
44,0.9992982745170593,0.1434706747531891,0.14569665491580963,0.6985557079315186,0.6945235729217529,0.25186389684677124,0.8864349722862244,0.8798208832740784,0.19722795486450195,0.9744769334793091,0.9689776301383972,0.1433468759059906
45,0.9988942742347717,0.16253431141376495,0.16288280487060547,0.7651695013046265,0.7582733631134033,0.24633806943893433,0.910108745098114,0.9017094373703003,0.20601648092269897,0.975753903388977,0.9685190916061401,0.16318756341934204
46,0.9998905658721924,0.155623197555542,0.15564928948879242,0.7482696771621704,0.746385395526886,0.23522718250751495,0.8855943083763123,0.8832892179489136,0.20609533786773682,0.9841514825820923,0.982995867729187,0.1635037064552307
47,0.9986659288406372,0.14840054512023926,0.1506824642419815,0.7357586622238159,0.7320942878723145,0.25058385729789734,0.887718677520752,0.8813687562942505,0.20680858194828033,0.9834699630737305,0.9777871966362,0.15874628722667694
48,0.9994269609451294,0.12273145467042923,0.12354833632707596,0.7421720027923584,0.7393485903739929,0.2009197324514389,0.8978962898254395,0.8939652442932129,0.1565379500389099,0.9813222885131836,0.9782229661941528,0.12648160755634308
49,0.9991925358772278,0.14938366413116455,0.1521582156419754,0.7821904420852661,0.7810608148574829,0.22464746236801147,0.9148744344711304,0.9107744693756104,0.1830141544342041,0.9821168184280396,0.9770498275756836,0.13994407653808594
50,0.9996310472488403,0.11532896757125854,0.11481717228889465,0.7133668661117554,0.7094911932945251,0.20878125727176666,0.8644858598709106,0.859416663646698,0.17324501276016235,0.9769726395606995,0.9736966490745544,0.12869635224342346
51,0.9955727458000183,0.16424274444580078,0.16436192393302917,0.7570942640304565,0.7489360570907593,0.2611021399497986,0.8786579370498657,0.8659936189651489,0.23057931661605835,0.9788886308670044,0.9659863710403442,0.17323942482471466
52,0.9952303171157837,0.17704257369041443,0.1767064481973648,0.7226309776306152,0.7091147303581238,0.27404874563217163,0.8674850463867188,0.850715160369873,0.2317100316286087,0.9726433753967285,0.9591968059539795,0.19540274143218994
53,0.9990564584732056,0.17206479609012604,0.1728920042514801,0.802038311958313,0.7975180745124817,0.2535780668258667,0.9204502105712891,0.9131184816360474,0.21296530961990356,0.981903076171875,0.975968599319458,0.1794240027666092
54,0.9977918267250061,0.1179795190691948,0.11741006374359131,0.6809177398681641,0.6691495180130005,0.22886839509010315,0.8145312070846558,0.7999544739723206,0.19040843844413757,0.9572799205780029,0.945105791091919,0.1308140754699707
55,0.9990174174308777,0.17741072177886963,0.17804303765296936,0.7480536699295044,0.7423611879348755,0.2553645372390747,0.8922716975212097,0.8835858106613159,0.2112005203962326,0.9800971746444702,0.9743714332580566,0.18045631051063538
56,0.9988478422164917,0.09168129414319992,0.09121189266443253,0.6789354085922241,0.6720603704452515,0.23466941714286804,0.8643523454666138,0.8528643846511841,0.15846699476242065,0.9713786840438843,0.9632506370544434,0.10006800293922424
57,0.9984186291694641,0.14044518768787384,0.13984787464141846,0.7231885194778442,0.7116227746009827,0.2401195764541626,0.8337968587875366,0.8189713954925537,0.204665869474411,0.9499750733375549,0.9379556775093079,0.16388441622257233
58,0.9983657002449036,0.13789142668247223,0.13609963655471802,0.627478301525116,0.6165098547935486,0.27092087268829346,0.7798409461975098,0.7662146687507629,0.23206205666065216,0.9517049789428711,0.9402257800102234,0.1598808616399765
59,0.9974706172943115,0.1407022923231125,0.13881820440292358,0.6667802333831787,0.6535040140151978,0.275968074798584,0.821617841720581,0.803653359413147,0.2316654771566391,0.9545924663543701,0.9394409656524658,0.16479681432247162
60,0.9987351298332214,0.1314755380153656,0.13209913671016693,0.7092583179473877,0.6999260187149048,0.24977368116378784,0.8271167874336243,0.8163912296295166,0.20435002446174622,0.9590771198272705,0.949926495552063,0.1367720663547516
61,0.9974921941757202,0.13448022305965424,0.13308721780776978,0.7261359691619873,0.7140340805053711,0.21335871517658234,0.8590662479400635,0.8413513898849487,0.17546617984771729,0.9615834951400757,0.9472940564155579,0.144290030002594
62,0.9987543821334839,0.11293976753950119,0.11248072981834412,0.6381999254226685,0.6303837895393372,0.2424260377883911,0.7966502904891968,0.7862305045127869,0.19927680492401123,0.9614871740341187,0.9532214999198914,0.11920500546693802
63,0.9975234270095825,0.1673191338777542,0.16419275104999542,0.7537968158721924,0.7351839542388916,0.23640380799770355,0.8308902978897095,0.8085324764251709,0.21101710200309753,0.952863872051239,0.9349954128265381,0.17941035330295563
