Step,Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10,Class_11,Class_12,Class_13,Class_14
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.8892794251441956,0.34205231070518494,0.21990740299224854,0.05390835553407669,0.05245901644229889,0.08239700645208359,0.04694835841655731,0.057591624557971954,0.006493506487458944,0.0,0.0,0.0,0.0,0.07058823853731155,0.020408162847161293
2,0.911347508430481,0.7973568439483643,0.7339901328086853,0.25153374671936035,0.16551724076271057,0.2454545497894287,0.07547169923782349,0.13750000298023224,0.04109589010477066,0.0,0.017241379246115685,0.0,0.03448275849223137,0.12903225421905518,0.0
3,0.9145907759666443,0.8459869623184204,0.7596899271011353,0.2752293646335602,0.2241992950439453,0.28333333134651184,0.1179245263338089,0.22857142984867096,0.04054053872823715,0.0,0.008695651777088642,0.0,0.014925372786819935,0.1492537260055542,0.0
4,0.931034505367279,0.9604743123054504,0.8457711338996887,0.4046242833137512,0.4296296238899231,0.33070865273475647,0.25925925374031067,0.3103448152542114,0.012820512987673283,0.0,0.016129031777381897,0.0,0.0,0.15789473056793213,0.0
5,0.9431034326553345,0.9639278650283813,0.8439024686813354,0.4683907926082611,0.4320557415485382,0.3686440587043762,0.2805429995059967,0.36666667461395264,0.007092198356986046,0.0,0.04958677664399147,0.0,0.0,0.1527777761220932,0.0
6,0.9696969985961914,0.9590908885002136,0.8877550959587097,0.6894409656524658,0.5625,0.4793388545513153,0.37168142199516296,0.47191011905670166,0.011904762126505375,0.0,0.07547169923782349,0.0,0.0,0.12121212482452393,0.0
7,0.9702970385551453,0.9728600978851318,0.8716707229614258,0.6985507011413574,0.6019417643547058,0.4655870497226715,0.375,0.4748603403568268,0.011834319680929184,0.0,0.08849557489156723,0.0,0.024390242993831635,0.07246376574039459,0.016949152573943138
8,0.9688715934753418,0.9907833933830261,0.8445596098899841,0.7807486653327942,0.6571428775787354,0.4601770043373108,0.4423076808452606,0.5340909361839294,0.01515151560306549,0.0,0.13333334028720856,0.0,0.029411764815449715,0.03999999910593033,0.0357142873108387
9,0.964083194732666,0.9910714030265808,0.847328245639801,0.79076087474823,0.701438844203949,0.4780701696872711,0.4883720874786377,0.5614035129547119,0.013333333656191826,0.0,0.15789473056793213,0.0,0.054794520139694214,0.04918032884597778,0.03703703731298447
10,0.9733333587646484,0.9918032884597778,0.857798159122467,0.8362573385238647,0.7583892345428467,0.5074626803398132,0.5833333134651184,0.6551724076271057,0.0,0.0,0.234375,0.0,0.06666667014360428,0.07894736528396606,0.0
11,0.9763205647468567,0.9934065937995911,0.8651960492134094,0.8487654328346252,0.769784152507782,0.4944649338722229,0.6030150651931763,0.648809552192688,0.012987012974917889,0.0,0.17094017565250397,0.0,0.04938271641731262,0.054794520139694214,0.040816325694322586
12,0.9711191058158875,0.9917012453079224,0.8682926893234253,0.8242424130439758,0.8142856955528259,0.5193798542022705,0.6534653306007385,0.704081654548645,0.0,0.0,0.20338982343673706,0.0,0.05882352963089943,0.08571428805589676,0.0625
13,0.9700176119804382,0.9919517040252686,0.8655256628990173,0.8192771077156067,0.8127090334892273,0.5158730149269104,0.7081339955329895,0.7277777791023254,0.02684563770890236,0.0,0.19327731430530548,0.0,0.054054055362939835,0.1269841343164444,0.09090909361839294
14,0.9694656729698181,0.9957447052001953,0.8624338507652283,0.8363636136054993,0.8455284833908081,0.5641025900840759,0.7475728392601013,0.7407407164573669,0.05970149114727974,0.01587301678955555,0.290909081697464,0.0,0.10000000149011612,0.08571428805589676,0.03846153989434242
15,0.9718574285507202,0.995726466178894,0.8724489808082581,0.8454545736312866,0.8517110347747803,0.5659574270248413,0.7799999713897705,0.74842768907547,0.0923076942563057,0.024390242993831635,0.28155338764190674,0.0,0.11764705926179886,0.10144927352666855,0.07407407462596893
16,0.9755244851112366,0.991525411605835,0.8756476640701294,0.8488371968269348,0.8601398468017578,0.5920000076293945,0.8301886916160583,0.8260869383811951,0.2957746386528015,0.043478261679410934,0.29411765933036804,0.0,0.0882352963089943,0.06666667014360428,0.11999999731779099
17,0.969072163105011,0.9937888383865356,0.8790931701660156,0.8571428656578064,0.8683273792266846,0.5927419066429138,0.8544601202011108,0.8260869383811951,0.3115941882133484,0.05263157933950424,0.280303031206131,0.0,0.0810810774564743,0.09375,0.1090909093618393
18,0.9708737730979919,0.9883720874786377,0.8732394576072693,0.8222222328186035,0.8766233921051025,0.5555555820465088,0.8899082541465759,0.8571428656578064,0.3636363744735718,0.09589041024446487,0.2881355881690979,0.0,0.13636364042758942,0.1388888955116272,0.11428571492433548
19,0.9713804721832275,0.9920318722724915,0.8676844835281372,0.8422619104385376,0.8896321058273315,0.5872340202331543,0.8937197923660278,0.85628741979599,0.40123456716537476,0.13768115639686584,0.30000001192092896,0.0,0.14666666090488434,0.09836065769195557,0.1428571492433548
20,0.9747292399406433,0.9789029359817505,0.8937197923660278,0.882022500038147,0.9013158082962036,0.5873016119003296,0.893203854560852,0.8556700944900513,0.5492957830429077,0.1964285671710968,0.3921568691730499,0.040816325694322586,0.15555556118488312,0.07894736528396606,0.1034482792019844
21,0.9700704216957092,0.97826087474823,0.8965517282485962,0.8689458966255188,0.8959731459617615,0.6260162591934204,0.906862735748291,0.8743455410003662,0.5906040072441101,0.21367521584033966,0.35849055647850037,0.07608695328235626,0.13750000298023224,0.08974359184503555,0.12068965286016464
22,0.9624573588371277,0.9759036302566528,0.9082125425338745,0.8875739574432373,0.8943662047386169,0.5925925970077515,0.9139785170555115,0.8333333134651184,0.6527777910232544,0.32307693362236023,0.43396225571632385,0.0625,0.15000000596046448,0.0833333358168602,0.15625
23,0.9623287916183472,0.9749034643173218,0.9074074029922485,0.8583569526672363,0.8797250986099243,0.6192307472229004,0.9040403962135315,0.8432432413101196,0.7077922224998474,0.3333333432674408,0.3909091055393219,0.06862745434045792,0.1756756752729416,0.0714285746216774,0.15789473056793213
24,0.9573643207550049,0.9771689772605896,0.9113300442695618,0.8421052694320679,0.8958333134651184,0.6507936716079712,0.918367326259613,0.8522727489471436,0.8108108043670654,0.40816327929496765,0.3617021143436432,0.043478261679410934,0.20000000298023224,0.2142857164144516,0.11538461595773697
25,0.9574074149131775,0.9866962432861328,0.9045345783233643,0.836309552192688,0.8888888955116272,0.6733067631721497,0.9219512343406677,0.8470588326454163,0.8120805621147156,0.4444444477558136,0.36274510622024536,0.08421052992343903,0.2266666740179062,0.16949152946472168,0.1607142835855484
26,0.9494949579238892,0.9661017060279846,0.8920187950134277,0.8295454382896423,0.881118893623352,0.7007874250411987,0.8962264060974121,0.8351648449897766,0.824999988079071,0.5166666507720947,0.4545454680919647,0.15789473056793213,0.2380952388048172,0.15000000596046448,0.125
27,0.9495495557785034,0.9730290174484253,0.9121140241622925,0.842424213886261,0.8904593586921692,0.6851063966751099,0.8985507488250732,0.8152173757553101,0.856249988079071,0.5701754093170166,0.5,0.14102564752101898,0.24358974397182465,0.14666666090488434,0.10869564861059189
28,0.9605734944343567,0.9742268323898315,0.903553307056427,0.854651153087616,0.9066666960716248,0.682539701461792,0.9300000071525574,0.8181818127632141,0.8484848737716675,0.5714285969734192,0.37254902720451355,0.1538461595773697,0.27272728085517883,0.24137930572032928,0.1428571492433548
29,0.9575971961021423,0.968397319316864,0.9090909361839294,0.8384146094322205,0.9105960130691528,0.7211155295372009,0.935960590839386,0.8171428442001343,0.8571428656578064,0.5600000023841858,0.42592594027519226,0.1428571492433548,0.2800000011920929,0.265625,0.13793103396892548
30,0.9417808055877686,0.9599999785423279,0.9103773832321167,0.8105263113975525,0.9056603908538818,0.7886179089546204,0.9495798349380493,0.8265306353569031,0.8488371968269348,0.641791045665741,0.47058823704719543,0.20408163964748383,0.3095238208770752,0.2432432472705841,0.2068965584039688
31,0.941077470779419,0.9579158425331116,0.9133489727973938,0.8151260614395142,0.9079365134239197,0.7837837934494019,0.9567099809646606,0.820105791091919,0.8543046116828918,0.6742424368858337,0.4953271150588989,0.21212121844291687,0.2839506268501282,0.28985506296157837,0.13636364042758942
32,0.9584774971008301,0.9621848464012146,0.9010416865348816,0.7916666865348816,0.9212598204612732,0.7760000228881836,0.9509803652763367,0.8241758346557617,0.8690476417541504,0.6666666865348816,0.48076921701431274,0.1607142835855484,0.1944444477558136,0.25641027092933655,0.1538461595773697
33,0.9536541700363159,0.9594882726669312,0.9041450619697571,0.800000011920929,0.9330855011940002,0.787401556968689,0.9547738432884216,0.8212290406227112,0.8853503465652466,0.6439393758773804,0.529411792755127,0.18095238506793976,0.20270270109176636,0.25,0.18867924809455872
34,0.9553903341293335,0.9714285731315613,0.9226804375648499,0.7627118825912476,0.9473684430122375,0.8636363744735718,0.9444444179534912,0.8117647171020508,0.9102563858032227,0.6461538672447205,0.41818180680274963,0.26530611515045166,0.2750000059604645,0.2857142984867096,0.29629629850387573
35,0.949910581111908,0.9655172228813171,0.9262899160385132,0.7894737124443054,0.9450171589851379,0.8275862336158752,0.9457013607025146,0.8238636255264282,0.9066666960716248,0.6515151262283325,0.45945945382118225,0.2291666716337204,0.29113924503326416,0.26229506731033325,0.29629629850387573
36,0.95652174949646,0.9561403393745422,0.9371980428695679,0.7840909361839294,0.940397322177887,0.8031495809555054,0.963302731513977,0.8152173757553101,0.8717948794364929,0.7971014380455017,0.4912280738353729,0.22727273404598236,0.24390244483947754,0.45945945382118225,0.2068965584039688
37,0.959527850151062,0.9616204500198364,0.9257540702819824,0.7847025394439697,0.9554794430732727,0.790513813495636,0.9567307829856873,0.8510638475418091,0.8758170008659363,0.7482014298439026,0.5185185074806213,0.22826087474822998,0.23170731961727142,0.4189189076423645,0.19672131538391113
38,0.9363296031951904,0.9521738886833191,0.918367326259613,0.826815664768219,0.9416058659553528,0.8240000009536743,0.949999988079071,0.8901098966598511,0.862500011920929,0.7538461685180664,0.4642857015132904,0.2666666805744171,0.31707316637039185,0.28125,0.21875
39,0.9412780404090881,0.9582463502883911,0.9168704152107239,0.8038673996925354,0.9495267868041992,0.8210116624832153,0.9534883499145508,0.8950276374816895,0.8757764101028442,0.7185184955596924,0.4732142984867096,0.2291666716337204,0.3253012001514435,0.34375,0.22580644488334656
40,0.9568345546722412,0.9623430967330933,0.921875,0.7988165616989136,0.9185185432434082,0.774193525314331,0.9626168012619019,0.8426966071128845,0.8860759735107422,0.6724137663841248,0.48076921701431274,0.21739129722118378,0.2926829159259796,0.4117647111415863,0.24137930572032928
41,0.9482439756393433,0.9635974168777466,0.9177718758583069,0.8170731663703918,0.9250936508178711,0.7918367385864258,0.9597989916801453,0.8538011908531189,0.8812500238418579,0.7118644118309021,0.504273533821106,0.18390804529190063,0.2567567527294159,0.39726027846336365,0.2678571343421936
42,0.9498208165168762,0.9752066135406494,0.9076923131942749,0.8376623392105103,0.9280575513839722,0.8421052694320679,0.9784946441650391,0.8863636255264282,0.9066666960716248,0.6721311211585999,0.5,0.1315789520740509,0.24390244483947754,0.3125,0.2068965584039688
43,0.9519725441932678,0.9743083119392395,0.9075425863265991,0.8264706134796143,0.9383561611175537,0.8142292499542236,0.9658536314964294,0.9022988677024841,0.8888888955116272,0.6475409865379333,0.5,0.1428571492433548,0.2800000011920929,0.3125,0.23333333432674408
44,0.9556313753128052,0.9793388247489929,0.8849999904632568,0.8409090638160706,0.9666666388511658,0.7868852615356445,0.9333333373069763,0.9117646813392639,0.8518518805503845,0.640625,0.5272727012634277,0.23076923191547394,0.25,0.2631579041481018,0.2857142984867096
45,0.9546247720718384,0.9760000109672546,0.8865979313850403,0.8274853825569153,0.9563758373260498,0.7907949686050415,0.935960590839386,0.9121951460838318,0.8518518805503845,0.6639344096183777,0.5446428656578064,0.19780220091342926,0.24358974397182465,0.30263158679008484,0.290909081697464
46,0.9627118706703186,0.9748954176902771,0.8973214030265808,0.8105263113975525,0.9433962106704712,0.8512396812438965,0.9279279112815857,0.9090909361839294,0.8470588326454163,0.6805555820465088,0.5087719559669495,0.2222222238779068,0.26829269528388977,0.3333333432674408,0.25
47,0.960644006729126,0.9708939790725708,0.9035294055938721,0.8096590638160706,0.9397993087768555,0.8140496015548706,0.93034827709198,0.9085714221000671,0.8500000238418579,0.6692307591438293,0.5446428656578064,0.25287356972694397,0.28378379344940186,0.3283582031726837,0.2884615361690521
48,0.9680851101875305,0.9728506803512573,0.9187816977500916,0.8392857313156128,0.9160839319229126,0.800000011920929,0.9528301954269409,0.9277108311653137,0.8472222089767456,0.6615384817123413,0.5714285969734192,0.15909090638160706,0.3076923191547394,0.40740740299224854,0.2222222238779068
49,0.962897539138794,0.9722222089767456,0.9154228568077087,0.8247126340866089,0.9238410592079163,0.824701189994812,0.9506726264953613,0.9385474920272827,0.8533333539962769,0.6521739363670349,0.5841584205627441,0.18681319057941437,0.29870128631591797,0.4098360538482666,0.22033898532390594
50,0.9612675905227661,0.981566846370697,0.9042553305625916,0.7914110422134399,0.9090909361839294,0.7851851582527161,0.9473684430122375,0.8999999761581421,0.8730158805847168,0.6349206566810608,0.5178571343421936,0.2777777910232544,0.3333333432674408,0.3870967626571655,0.23076923191547394
51,0.9609929323196411,0.9744136333465576,0.8899755477905273,0.7865496873855591,0.9209622144699097,0.7961538434028625,0.9523809552192688,0.9248554706573486,0.8571428656578064,0.658730149269104,0.5431034564971924,0.23595505952835083,0.2753623127937317,0.3802816867828369,0.23404255509376526
52,0.9595959782600403,0.9791666865348816,0.8636363744735718,0.8372092843055725,0.9391891956329346,0.8110235929489136,0.9611650705337524,0.9595959782600403,0.8170731663703918,0.6379310488700867,0.625,0.190476194024086,0.3404255211353302,0.3235294222831726,0.27586206793785095
53,0.9622641801834106,0.9765458703041077,0.8614609837532043,0.8240469098091125,0.9280821681022644,0.8155737519264221,0.9558823704719543,0.949999988079071,0.824999988079071,0.6803278923034668,0.6339285969734192,0.20000000298023224,0.3214285671710968,0.36231884360313416,0.24137930572032928
54,0.9632107019424438,0.9881889820098877,0.8632075190544128,0.7914438247680664,0.9154929518699646,0.8442623019218445,0.9469026327133179,0.9560439586639404,0.8522727489471436,0.7142857313156128,0.5517241358757019,0.29411765933036804,0.34285715222358704,0.4545454680919647,0.3461538553237915
55,0.9676320552825928,0.9819639325141907,0.8592233061790466,0.8097826242446899,0.9087837934494019,0.8503937125205994,0.9629629850387573,0.9505494236946106,0.8545454740524292,0.7278911471366882,0.6238532066345215,0.28421053290367126,0.3125,0.4117647111415863,0.3103448152542114
56,0.9640287756919861,0.9836734533309937,0.8961748480796814,0.8232043981552124,0.8926174640655518,0.8650793433189392,0.9711538553237915,0.9615384340286255,0.8589743375778198,0.7076923251152039,0.6153846383094788,0.2291666716337204,0.2926829159259796,0.3636363744735718,0.3870967626571655
57,0.9655172228813171,0.981249988079071,0.8942065238952637,0.7950138449668884,0.8999999761581421,0.8333333134651184,0.9718309640884399,0.9526627063751221,0.8903225660324097,0.7213114500045776,0.6355140209197998,0.24468085169792175,0.2804878056049347,0.4029850661754608,0.380952388048172
58,0.9640287756919861,0.9836065769195557,0.8823529481887817,0.7894737124443054,0.8970588445663452,0.8448275923728943,0.9528301954269409,0.9431818127632141,0.8571428656578064,0.7307692170143127,0.6399999856948853,0.25999999046325684,0.2195121943950653,0.3103448152542114,0.3333333432674408
59,0.9592198729515076,0.9795501232147217,0.8899755477905273,0.7920489311218262,0.9007353186607361,0.8297872543334961,0.9629629850387573,0.950276255607605,0.8741258978843689,0.7631579041481018,0.644859790802002,0.23711340129375458,0.23376622796058655,0.36206895112991333,0.33898305892944336
60,0.963087260723114,0.9650654792785645,0.8717948794364929,0.8092485666275024,0.8897058963775635,0.8467742204666138,0.9523809552192688,0.9368420839309692,0.8850574493408203,0.7540983557701111,0.6600000262260437,0.25581395626068115,0.24390244483947754,0.5,0.2800000011920929
61,0.965753436088562,0.9617834687232971,0.8740741014480591,0.8022598624229431,0.8900343775749207,0.8196721076965332,0.9579439163208008,0.9387755393981934,0.887499988079071,0.7557252049446106,0.6732673048973083,0.2068965584039688,0.22727273404598236,0.5373134613037109,0.34545454382896423
62,0.9618320465087891,0.9665272235870361,0.893401026725769,0.8047337532043457,0.9251700639724731,0.8440366983413696,0.9714285731315613,0.9642857313156128,0.9516128897666931,0.7288135886192322,0.699999988079071,0.30434781312942505,0.28205129504203796,0.43478259444236755,0.40740740299224854
63,0.9586465954780579,0.9646569490432739,0.8940886855125427,0.8072625994682312,0.9122806787490845,0.8125,0.9671361446380615,0.9404761791229248,0.9507042169570923,0.756302535533905,0.6880733966827393,0.3333333432674408,0.23456789553165436,0.4909090995788574,0.3684210479259491
